;cve_ent_mun;Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida;Restaurantes con servicio de preparación de antojitos;Restaurantes con servicio de preparación de pescados y mariscos;Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar;Restaurantes con servicio de preparación de tacos y tortas;Restaurantes de autoservicio;Restaurantes que preparan otro tipo de alimentos para llevar
1382;21126;0.0;2.0;0.0;2.0;6.0;0.0;0.0
1383;21127;0.0;2.0;0.0;1.0;2.0;1.0;2.0
1384;21128;1.0;3.0;0.0;3.0;7.0;0.0;7.0
1385;21129;0.0;0.0;2.0;4.0;9.0;0.0;3.0
1386;21130;1.0;5.0;0.0;1.0;3.0;0.0;0.0
1387;21131;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1388;21132;73.0;203.0;25.0;96.0;235.0;10.0;112.0
1389;21133;0.0;0.0;1.0;1.0;5.0;0.0;0.0
1390;21134;2.0;18.0;0.0;10.0;27.0;0.0;11.0
1391;21136;5.0;24.0;1.0;11.0;12.0;1.0;12.0
1392;21137;2.0;10.0;0.0;3.0;11.0;0.0;1.0
1393;21138;1.0;6.0;0.0;11.0;12.0;0.0;4.0
1394;21139;0.0;1.0;0.0;2.0;5.0;0.0;3.0
1395;21140;143.0;236.0;31.0;112.0;236.0;18.0;106.0
1396;21141;1.0;2.0;0.0;3.0;3.0;0.0;8.0
1397;21142;14.0;20.0;6.0;19.0;45.0;2.0;17.0
1398;21143;8.0;33.0;5.0;28.0;57.0;0.0;11.0
1399;21144;9.0;35.0;7.0;8.0;44.0;1.0;32.0
1400;21145;3.0;0.0;0.0;3.0;3.0;0.0;2.0
1401;21146;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1402;21147;2.0;2.0;0.0;4.0;8.0;0.0;1.0
1403;21148;0.0;1.0;0.0;1.0;3.0;0.0;1.0
1404;21149;7.0;12.0;0.0;10.0;24.0;0.0;17.0
1405;21150;0.0;5.0;0.0;3.0;4.0;0.0;2.0
1406;21151;2.0;7.0;0.0;8.0;15.0;0.0;1.0
1407;21152;0.0;4.0;0.0;5.0;5.0;0.0;3.0
1408;21153;9.0;23.0;3.0;5.0;18.0;0.0;4.0
1409;21154;46.0;86.0;10.0;47.0;100.0;5.0;36.0
1410;21155;8.0;6.0;0.0;6.0;11.0;0.0;5.0
1411;21156;200.0;393.0;35.0;177.0;563.0;25.0;499.0
1412;21157;6.0;12.0;2.0;10.0;29.0;0.0;16.0
1413;21158;1.0;5.0;0.0;2.0;5.0;0.0;1.0
1414;21159;0.0;3.0;0.0;1.0;7.0;0.0;0.0
1415;21160;0.0;2.0;0.0;0.0;3.0;0.0;3.0
1416;21161;6.0;8.0;0.0;13.0;18.0;1.0;12.0
1417;21162;0.0;2.0;0.0;0.0;2.0;0.0;3.0
1418;21163;0.0;16.0;0.0;15.0;14.0;1.0;5.0
1419;21164;33.0;135.0;21.0;39.0;126.0;2.0;65.0
1420;21165;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1421;21166;2.0;12.0;0.0;6.0;17.0;0.0;9.0
1422;21167;0.0;0.0;0.0;0.0;1.0;0.0;4.0
1423;21168;1.0;10.0;2.0;1.0;9.0;0.0;4.0
1424;21169;1.0;15.0;0.0;12.0;19.0;0.0;7.0
1425;21170;4.0;20.0;0.0;7.0;12.0;0.0;13.0
1426;21171;0.0;7.0;0.0;3.0;9.0;0.0;4.0
1427;21172;9.0;18.0;2.0;7.0;27.0;1.0;11.0
1428;21173;1.0;7.0;0.0;3.0;5.0;0.0;5.0
1429;21174;63.0;154.0;8.0;60.0;167.0;14.0;95.0
1430;21175;3.0;2.0;0.0;9.0;12.0;0.0;1.0
1431;21176;0.0;8.0;0.0;1.0;3.0;0.0;2.0
1432;21177;5.0;62.0;4.0;30.0;44.0;1.0;12.0
1433;21178;1.0;2.0;0.0;0.0;6.0;0.0;5.0
1434;21179;5.0;6.0;0.0;9.0;20.0;1.0;2.0
1435;21180;5.0;33.0;0.0;19.0;35.0;1.0;18.0
1436;21181;2.0;5.0;0.0;4.0;3.0;0.0;0.0
1437;21182;0.0;1.0;0.0;3.0;2.0;0.0;0.0
1438;21183;1.0;5.0;0.0;2.0;3.0;0.0;5.0
1439;21184;0.0;2.0;0.0;0.0;0.0;0.0;2.0
1440;21185;0.0;3.0;0.0;6.0;17.0;1.0;5.0
1441;21186;15.0;40.0;3.0;21.0;34.0;0.0;28.0
1442;21187;3.0;2.0;0.0;0.0;2.0;0.0;0.0
1443;21188;3.0;9.0;0.0;7.0;13.0;0.0;5.0
1444;21189;6.0;14.0;3.0;13.0;28.0;0.0;9.0
1445;21190;0.0;1.0;0.0;0.0;1.0;0.0;2.0
1446;21191;18.0;2.0;2.0;14.0;30.0;1.0;12.0
1447;21192;0.0;4.0;0.0;0.0;4.0;0.0;2.0
1448;21193;0.0;0.0;0.0;0.0;1.0;0.0;1.0
1449;21194;19.0;50.0;3.0;27.0;101.0;1.0;15.0
1450;21195;2.0;4.0;0.0;6.0;5.0;0.0;10.0
1451;21196;0.0;2.0;0.0;2.0;4.0;0.0;4.0
1452;21197;36.0;183.0;11.0;57.0;153.0;0.0;59.0
1453;21198;0.0;0.0;0.0;2.0;0.0;0.0;0.0
1454;21199;6.0;29.0;4.0;16.0;25.0;0.0;9.0
1455;21200;2.0;1.0;0.0;1.0;2.0;0.0;4.0
1456;21201;0.0;1.0;1.0;1.0;1.0;0.0;1.0
1457;21202;2.0;7.0;0.0;1.0;5.0;0.0;1.0
1458;21203;0.0;12.0;0.0;4.0;2.0;0.0;2.0
1459;21204;1.0;5.0;0.0;1.0;9.0;0.0;4.0
1460;21205;3.0;10.0;0.0;18.0;16.0;0.0;7.0
1461;21206;0.0;1.0;0.0;0.0;5.0;0.0;0.0
1462;21207;17.0;69.0;5.0;25.0;44.0;1.0;57.0
1463;21208;57.0;98.0;5.0;46.0;77.0;2.0;64.0
1464;21209;6.0;7.0;0.0;4.0;12.0;0.0;5.0
1465;21210;3.0;5.0;2.0;4.0;9.0;0.0;6.0
1466;21211;15.0;39.0;3.0;16.0;27.0;1.0;10.0
1467;21212;1.0;11.0;0.0;11.0;11.0;0.0;10.0
1468;21213;2.0;4.0;0.0;2.0;3.0;0.0;2.0
1469;21214;4.0;10.0;4.0;11.0;43.0;0.0;14.0
1470;21215;4.0;2.0;0.0;2.0;8.0;0.0;0.0
1471;21216;0.0;0.0;0.0;0.0;1.0;0.0;2.0
1472;21217;2.0;0.0;0.0;2.0;2.0;0.0;6.0
1473;22001;20.0;31.0;8.0;15.0;37.0;3.0;5.0
1474;22002;8.0;7.0;1.0;6.0;5.0;0.0;0.0
1475;22003;5.0;10.0;0.0;2.0;3.0;0.0;0.0
1476;22004;30.0;51.0;5.0;24.0;35.0;2.0;12.0
1477;22005;5.0;46.0;3.0;23.0;36.0;1.0;10.0
1478;22006;100.0;148.0;24.0;114.0;174.0;20.0;103.0
1479;22007;47.0;122.0;8.0;49.0;61.0;6.0;13.0
1480;22008;3.0;15.0;2.0;8.0;16.0;0.0;2.0
1481;22009;38.0;34.0;4.0;19.0;29.0;1.0;9.0
1482;22010;3.0;0.0;0.0;2.0;6.0;1.0;0.0
1483;22011;40.0;138.0;19.0;62.0;116.0;7.0;63.0
1484;22012;30.0;70.0;18.0;47.0;94.0;1.0;35.0
1485;22013;3.0;3.0;0.0;3.0;3.0;1.0;1.0
1486;22014;846.0;1406.0;194.0;655.0;1361.0;157.0;594.0
1487;22015;14.0;11.0;0.0;11.0;6.0;2.0;1.0
1488;22016;168.0;304.0;33.0;173.0;364.0;24.0;169.0
1489;22017;80.0;137.0;6.0;47.0;102.0;7.0;19.0
1490;22018;6.0;32.0;1.0;11.0;13.0;0.0;5.0
1491;23001;212.0;183.0;37.0;82.0;112.0;11.0;40.0
1492;23002;12.0;77.0;16.0;37.0;68.0;2.0;12.0
1493;23003;94.0;28.0;16.0;28.0;33.0;2.0;11.0
1494;23004;154.0;379.0;87.0;189.0;253.0;28.0;78.0
1495;23005;498.0;1122.0;204.0;544.0;655.0;156.0;264.0
1496;23006;17.0;41.0;1.0;15.0;19.0;3.0;3.0
1497;23007;48.0;23.0;15.0;14.0;14.0;0.0;6.0
1498;23008;371.0;264.0;62.0;225.0;230.0;43.0;125.0
1499;23009;171.0;62.0;15.0;53.0;56.0;4.0;17.0
1500;23010;36.0;33.0;11.0;26.0;30.0;2.0;10.0
1501;23011;37.0;51.0;23.0;26.0;33.0;3.0;12.0
1502;24001;7.0;18.0;3.0;7.0;5.0;1.0;1.0
1503;24002;1.0;3.0;0.0;0.0;0.0;0.0;0.0
1504;24003;13.0;8.0;2.0;5.0;14.0;0.0;7.0
1505;24004;3.0;4.0;1.0;1.0;0.0;0.0;0.0
1506;24005;15.0;58.0;7.0;16.0;20.0;0.0;10.0
1507;24006;12.0;14.0;2.0;4.0;5.0;0.0;2.0
1508;24007;5.0;20.0;2.0;19.0;14.0;3.0;6.0
1509;24008;10.0;100.0;5.0;14.0;54.0;1.0;15.0
1510;24009;7.0;5.0;0.0;0.0;0.0;0.0;0.0
1511;24010;13.0;61.0;6.0;14.0;26.0;2.0;7.0
1512;24011;14.0;219.0;3.0;44.0;54.0;6.0;13.0
1513;24012;4.0;17.0;2.0;3.0;9.0;1.0;0.0
1514;24013;119.0;398.0;47.0;103.0;341.0;8.0;81.0
1515;24014;3.0;9.0;0.0;4.0;8.0;0.0;2.0
1516;24015;9.0;37.0;3.0;15.0;15.0;0.0;9.0
1517;24016;16.0;67.0;10.0;33.0;103.0;4.0;33.0
1518;24017;0.0;3.0;0.0;0.0;1.0;0.0;1.0
1519;24018;5.0;1.0;0.0;1.0;1.0;0.0;0.0
1520;24019;2.0;1.0;0.0;0.0;0.0;0.0;0.0
1521;24020;43.0;116.0;10.0;60.0;96.0;16.0;50.0
1522;24021;0.0;18.0;0.0;4.0;4.0;1.0;0.0
1523;24022;5.0;20.0;1.0;10.0;9.0;0.0;6.0
1524;24023;4.0;14.0;1.0;14.0;6.0;1.0;3.0
1525;24024;44.0;319.0;18.0;83.0;122.0;4.0;52.0
1526;24025;10.0;28.0;1.0;16.0;36.0;2.0;3.0
1527;24026;2.0;2.0;0.0;0.0;2.0;0.0;0.0
1528;24027;6.0;38.0;1.0;6.0;16.0;0.0;3.0
1529;24028;563.0;1795.0;203.0;473.0;815.0;105.0;740.0
1530;24029;1.0;6.0;0.0;0.0;5.0;0.0;2.0
1531;24030;0.0;0.0;0.0;1.0;1.0;0.0;1.0
1532;24031;0.0;1.0;0.0;0.0;0.0;0.0;1.0
1533;24032;30.0;85.0;8.0;19.0;30.0;5.0;12.0
1534;24033;2.0;2.0;0.0;0.0;1.0;0.0;0.0
1535;24034;14.0;15.0;1.0;3.0;14.0;0.0;2.0
1536;24035;25.0;559.0;43.0;135.0;205.0;10.0;182.0
1537;24036;36.0;32.0;8.0;11.0;26.0;0.0;10.0
1538;24037;51.0;69.0;6.0;27.0;65.0;2.0;39.0
1539;24038;2.0;9.0;1.0;2.0;3.0;0.0;2.0
1540;24039;2.0;7.0;0.0;2.0;3.0;0.0;1.0
1541;24040;18.0;50.0;10.0;25.0;51.0;1.0;17.0
1542;24041;3.0;15.0;0.0;5.0;9.0;1.0;1.0
1543;24042;9.0;29.0;3.0;13.0;25.0;1.0;3.0
1544;24043;3.0;25.0;4.0;3.0;8.0;1.0;0.0
1545;24044;3.0;5.0;0.0;7.0;2.0;0.0;1.0
1546;24045;7.0;26.0;2.0;11.0;12.0;1.0;4.0
1547;24046;1.0;12.0;3.0;5.0;9.0;0.0;4.0
1548;24047;2.0;0.0;0.0;2.0;0.0;0.0;2.0
1549;24048;4.0;2.0;1.0;1.0;1.0;0.0;0.0
1550;24049;6.0;24.0;1.0;20.0;21.0;0.0;1.0
1551;24050;6.0;37.0;10.0;17.0;32.0;4.0;15.0
1552;24051;3.0;10.0;1.0;4.0;7.0;2.0;2.0
1553;24052;5.0;15.0;0.0;4.0;12.0;0.0;3.0
1554;24053;13.0;37.0;2.0;20.0;23.0;0.0;15.0
1555;24054;33.0;18.0;3.0;19.0;27.0;0.0;6.0
1556;24055;1.0;4.0;1.0;1.0;4.0;0.0;3.0
1557;24056;4.0;20.0;3.0;8.0;11.0;0.0;2.0
1558;24057;9.0;14.0;2.0;10.0;15.0;2.0;6.0
1559;24058;14.0;44.0;4.0;10.0;25.0;0.0;17.0
1560;25001;231.0;421.0;228.0;305.0;634.0;64.0;114.0
1561;25002;20.0;30.0;18.0;22.0;46.0;6.0;8.0
1562;25003;9.0;6.0;4.0;7.0;9.0;1.0;2.0
1563;25004;7.0;8.0;5.0;13.0;15.0;1.0;3.0
1564;25005;11.0;11.0;4.0;10.0;18.0;2.0;3.0
1565;25006;624.0;633.0;475.0;558.0;1256.0;244.0;299.0
1566;25007;3.0;19.0;10.0;10.0;16.0;1.0;5.0
1567;25008;15.0;30.0;13.0;23.0;39.0;0.0;9.0
1568;25009;24.0;59.0;42.0;37.0;65.0;7.0;22.0
1569;25010;16.0;73.0;28.0;58.0;64.0;4.0;16.0
1570;25011;101.0;208.0;132.0;148.0;300.0;26.0;69.0
1571;25012;378.0;391.0;295.0;424.0;630.0;76.0;210.0
1572;25013;22.0;13.0;6.0;24.0;26.0;2.0;1.0
1573;25014;11.0;22.0;12.0;28.0;36.0;1.0;14.0
1574;25015;51.0;67.0;39.0;40.0;71.0;18.0;18.0
1575;25016;7.0;11.0;5.0;14.0;22.0;3.0;5.0
1576;25017;11.0;26.0;16.0;25.0;34.0;3.0;13.0
1577;25018;34.0;71.0;104.0;57.0;115.0;8.0;25.0
1578;26001;2.0;1.0;0.0;0.0;2.0;0.0;1.0
1579;26002;41.0;21.0;26.0;74.0;89.0;9.0;11.0
1580;26003;16.0;10.0;2.0;7.0;0.0;1.0;1.0
1581;26004;10.0;0.0;3.0;7.0;17.0;1.0;2.0
1582;26005;0.0;0.0;0.0;1.0;1.0;0.0;0.0
1583;26006;1.0;0.0;1.0;2.0;3.0;0.0;2.0
1584;26007;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1585;26008;1.0;1.0;0.0;2.0;0.0;0.0;0.0
1586;26009;2.0;0.0;0.0;1.0;1.0;0.0;0.0
1587;26010;1.0;0.0;0.0;1.0;2.0;0.0;0.0
1588;26011;1.0;0.0;0.0;2.0;1.0;0.0;0.0
1589;26012;2.0;16.0;12.0;24.0;20.0;2.0;0.0
1590;26013;1.0;0.0;0.0;5.0;1.0;0.0;1.0
1591;26014;3.0;0.0;0.0;1.0;3.0;0.0;0.0
1592;26015;0.0;1.0;0.0;1.0;2.0;0.0;0.0
1593;26016;8.0;3.0;2.0;4.0;5.0;0.0;0.0
1594;26017;38.0;20.0;32.0;64.0;104.0;14.0;10.0
1595;26018;177.0;264.0;300.0;397.0;447.0;55.0;85.0
1596;26019;22.0;9.0;8.0;28.0;28.0;2.0;6.0
1597;26020;4.0;2.0;0.0;4.0;3.0;0.0;1.0
1598;26021;1.0;0.0;1.0;1.0;3.0;0.0;0.0
1599;26022;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1600;26023;5.0;1.0;2.0;7.0;7.0;0.0;0.0
1601;26025;8.0;20.0;21.0;45.0;49.0;8.0;15.0
1602;26026;6.0;30.0;14.0;34.0;46.0;0.0;2.0
1603;26027;2.0;3.0;2.0;9.0;10.0;1.0;0.0
1604;26028;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1605;26029;82.0;66.0;54.0;100.0;120.0;17.0;29.0
1606;26030;407.0;275.0;300.0;626.0;830.0;147.0;174.0
1607;26031;1.0;0.0;0.0;2.0;0.0;0.0;1.0
1608;26032;0.0;0.0;1.0;1.0;1.0;0.0;0.0
1609;26033;18.0;53.0;46.0;47.0;71.0;8.0;4.0
1610;26034;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1611;26035;7.0;3.0;3.0;6.0;22.0;2.0;0.0
1612;26036;19.0;6.0;13.0;22.0;40.0;2.0;5.0
1613;26037;2.0;0.0;3.0;3.0;3.0;0.0;2.0
1614;26038;3.0;3.0;3.0;8.0;11.0;1.0;1.0
1615;26039;1.0;2.0;1.0;8.0;6.0;0.0;1.0
1616;26040;1.0;0.0;0.0;3.0;2.0;0.0;1.0
1617;26041;6.0;5.0;4.0;15.0;27.0;0.0;7.0
1618;26042;54.0;87.0;71.0;99.0;137.0;10.0;15.0
1619;26043;115.0;101.0;67.0;87.0;118.0;32.0;23.0
1620;26044;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1621;26045;1.0;0.0;0.0;0.0;1.0;0.0;0.0
1622;26047;6.0;4.0;5.0;10.0;13.0;2.0;4.0
1623;26048;94.0;45.0;50.0;46.0;77.0;9.0;8.0
1624;26049;0.0;1.0;1.0;1.0;0.0;0.0;1.0
1625;26050;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1626;26051;2.0;2.0;4.0;4.0;7.0;0.0;0.0
1627;26052;2.0;2.0;4.0;2.0;8.0;1.0;1.0
1628;26054;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1629;26055;118.0;128.0;95.0;130.0;230.0;20.0;19.0
1630;26056;2.0;4.0;1.0;16.0;5.0;0.0;6.0
1631;26057;1.0;0.0;0.0;1.0;0.0;0.0;0.0
1632;26058;7.0;1.0;6.0;13.0;34.0;4.0;3.0
1633;26059;0.0;2.0;0.0;2.0;0.0;0.0;0.0
1634;26060;0.0;0.0;0.0;0.0;2.0;0.0;0.0
1635;26061;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1636;26062;0.0;0.0;0.0;2.0;0.0;0.0;1.0
1637;26063;0.0;0.0;0.0;1.0;1.0;0.0;0.0
1638;26064;2.0;0.0;1.0;2.0;2.0;0.0;0.0
1639;26065;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1640;26066;2.0;1.0;2.0;2.0;9.0;0.0;2.0
1641;26067;1.0;0.0;0.0;1.0;0.0;0.0;0.0
1642;26069;2.0;1.0;2.0;3.0;6.0;0.0;1.0
1643;26070;7.0;8.0;5.0;9.0;24.0;2.0;2.0
1644;26071;2.0;10.0;18.0;15.0;18.0;2.0;4.0
1645;26072;0.0;6.0;5.0;10.0;9.0;1.0;2.0
1646;27001;5.0;64.0;6.0;41.0;33.0;3.0;7.0
1647;27002;46.0;372.0;34.0;134.0;267.0;10.0;57.0
1648;27003;31.0;64.0;11.0;46.0;74.0;2.0;18.0
1649;27004;291.0;1164.0;161.0;411.0;1077.0;103.0;297.0
1650;27005;43.0;249.0;28.0;109.0;239.0;7.0;31.0
1651;27006;15.0;98.0;12.0;37.0;108.0;3.0;10.0
1652;27007;24.0;55.0;11.0;42.0;49.0;2.0;9.0
1653;27008;27.0;206.0;16.0;57.0;136.0;1.0;19.0
1654;27009;4.0;19.0;0.0;10.0;18.0;1.0;3.0
1655;27010;14.0;86.0;9.0;42.0;70.0;0.0;8.0
1656;27011;8.0;37.0;8.0;19.0;17.0;1.0;5.0
1657;27012;37.0;165.0;21.0;78.0;140.0;2.0;8.0
1658;27013;16.0;151.0;13.0;56.0;125.0;5.0;20.0
1659;27014;28.0;92.0;16.0;59.0;74.0;2.0;25.0
1660;27015;7.0;41.0;2.0;24.0;40.0;1.0;5.0
1661;27016;18.0;108.0;7.0;39.0;57.0;1.0;14.0
1662;27017;16.0;118.0;5.0;25.0;70.0;1.0;17.0
1663;28001;1.0;7.0;2.0;3.0;16.0;0.0;3.0
1664;28002;18.0;17.0;5.0;14.0;58.0;2.0;5.0
1665;28003;103.0;154.0;44.0;152.0;270.0;13.0;86.0
1666;28004;4.0;6.0;2.0;3.0;13.0;0.0;2.0
1667;28005;1.0;0.0;1.0;0.0;3.0;0.0;0.0
1668;28006;0.0;1.0;0.0;0.0;2.0;0.0;0.0
1669;28007;16.0;12.0;4.0;13.0;31.0;0.0;4.0
1670;28008;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1671;28009;137.0;213.0;60.0;102.0;296.0;22.0;65.0
1672;28010;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1673;28011;5.0;8.0;1.0;2.0;2.0;0.0;2.0
1674;28012;12.0;20.0;12.0;30.0;80.0;0.0;20.0
1675;28013;0.0;4.0;1.0;1.0;3.0;0.0;1.0
1676;28014;1.0;0.0;0.0;4.0;12.0;1.0;1.0
1677;28015;8.0;11.0;4.0;15.0;44.0;0.0;5.0
1678;28016;3.0;12.0;5.0;7.0;23.0;0.0;0.0
1679;28017;4.0;39.0;1.0;9.0;18.0;0.0;3.0
1680;28018;3.0;4.0;0.0;5.0;13.0;1.0;0.0
1681;28019;3.0;11.0;1.0;7.0;7.0;0.0;1.0
1682;28020;0.0;0.0;0.0;0.0;2.0;0.0;1.0
1683;28021;58.0;163.0;29.0;47.0;176.0;5.0;31.0
1684;28022;188.0;259.0;137.0;253.0;707.0;46.0;52.0
1685;28023;0.0;0.0;0.0;0.0;2.0;0.0;0.0
1686;28024;6.0;0.0;1.0;10.0;18.0;0.0;1.0
1687;28025;28.0;16.0;5.0;29.0;64.0;6.0;5.0
1688;28026;1.0;2.0;0.0;0.0;0.0;0.0;0.0
1689;28027;175.0;137.0;42.0;169.0;609.0;48.0;51.0
1690;28028;3.0;8.0;3.0;2.0;9.0;0.0;1.0
1691;28029;11.0;14.0;3.0;4.0;26.0;0.0;3.0
1692;28030;5.0;26.0;3.0;17.0;27.0;1.0;0.0
1693;28031;1.0;2.0;0.0;0.0;0.0;0.0;0.0
1694;28032;182.0;207.0;93.0;204.0;579.0;60.0;87.0
1695;28033;44.0;41.0;29.0;58.0;232.0;4.0;13.0
1696;28034;1.0;3.0;0.0;5.0;1.0;0.0;0.0
1697;28035;25.0;12.0;8.0;25.0;70.0;1.0;2.0
1698;28037;6.0;5.0;4.0;13.0;39.0;0.0;4.0
1699;28038;285.0;385.0;84.0;196.0;553.0;50.0;96.0
1700;28039;16.0;64.0;4.0;15.0;23.0;0.0;1.0
1701;28040;15.0;21.0;25.0;77.0;115.0;5.0;13.0
1702;28041;159.0;401.0;66.0;180.0;306.0;30.0;60.0
1703;28042;0.0;0.0;0.0;1.0;9.0;0.0;0.0
1704;28043;9.0;17.0;6.0;16.0;26.0;0.0;6.0
1705;29001;1.0;8.0;1.0;11.0;33.0;0.0;5.0
1706;29002;11.0;18.0;1.0;10.0;28.0;4.0;11.0
1707;29003;1.0;0.0;0.0;0.0;1.0;0.0;1.0
1708;29004;3.0;3.0;0.0;2.0;10.0;1.0;6.0
1709;29005;109.0;116.0;26.0;84.0;187.0;10.0;108.0
1710;29006;35.0;62.0;9.0;20.0;75.0;4.0;62.0
1711;29007;23.0;5.0;3.0;6.0;17.0;0.0;14.0
1712;29008;5.0;10.0;0.0;7.0;14.0;1.0;19.0
1713;29009;0.0;2.0;1.0;0.0;9.0;0.0;2.0
1714;29010;45.0;92.0;17.0;59.0;153.0;3.0;47.0
1715;29011;1.0;7.0;0.0;2.0;3.0;0.0;2.0
1716;29012;1.0;2.0;0.0;1.0;1.0;0.0;0.0
1717;29013;41.0;85.0;13.0;42.0;108.0;2.0;55.0
1718;29014;8.0;5.0;1.0;5.0;11.0;0.0;3.0
