;cve_ent_mun;Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida;Restaurantes con servicio de preparación de antojitos;Restaurantes con servicio de preparación de pescados y mariscos;Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar;Restaurantes con servicio de preparación de tacos y tortas;Restaurantes de autoservicio;Restaurantes que preparan otro tipo de alimentos para llevar
1719;29015;12.0;27.0;1.0;26.0;33.0;0.0;17.0
1720;29016;3.0;4.0;1.0;5.0;10.0;0.0;4.0
1721;29017;1.0;9.0;1.0;8.0;25.0;0.0;5.0
1722;29018;5.0;8.0;2.0;8.0;44.0;1.0;13.0
1723;29019;6.0;19.0;3.0;12.0;33.0;0.0;10.0
1724;29020;0.0;9.0;1.0;3.0;5.0;0.0;2.0
1725;29021;5.0;31.0;3.0;10.0;25.0;2.0;12.0
1726;29022;1.0;4.0;0.0;1.0;3.0;0.0;3.0
1727;29023;2.0;14.0;1.0;11.0;68.0;1.0;5.0
1728;29024;4.0;10.0;2.0;8.0;12.0;0.0;5.0
1729;29025;10.0;116.0;8.0;42.0;137.0;2.0;27.0
1730;29026;5.0;13.0;0.0;6.0;26.0;0.0;7.0
1731;29027;2.0;10.0;0.0;6.0;12.0;0.0;4.0
1732;29028;8.0;11.0;1.0;9.0;24.0;0.0;12.0
1733;29029;2.0;4.0;1.0;1.0;4.0;0.0;2.0
1734;29030;2.0;3.0;0.0;5.0;9.0;0.0;3.0
1735;29031;5.0;30.0;2.0;20.0;24.0;1.0;19.0
1736;29032;13.0;2.0;1.0;5.0;9.0;0.0;1.0
1737;29033;167.0;102.0;18.0;64.0;182.0;19.0;103.0
1738;29034;11.0;22.0;5.0;14.0;36.0;0.0;20.0
1739;29035;1.0;1.0;0.0;2.0;10.0;0.0;1.0
1740;29036;6.0;7.0;2.0;9.0;16.0;0.0;6.0
1741;29037;1.0;3.0;0.0;2.0;6.0;0.0;4.0
1742;29038;3.0;11.0;3.0;8.0;24.0;0.0;14.0
1743;29039;9.0;7.0;2.0;13.0;18.0;0.0;16.0
1744;29040;1.0;5.0;0.0;2.0;3.0;1.0;13.0
1745;29041;16.0;20.0;7.0;26.0;47.0;3.0;31.0
1746;29042;7.0;17.0;3.0;13.0;18.0;0.0;12.0
1747;29043;14.0;14.0;4.0;12.0;28.0;1.0;20.0
1748;29044;22.0;59.0;10.0;41.0;107.0;0.0;27.0
1749;29045;3.0;7.0;0.0;2.0;6.0;0.0;2.0
1750;29046;0.0;2.0;0.0;1.0;4.0;0.0;0.0
1751;29047;1.0;2.0;0.0;2.0;5.0;0.0;2.0
1752;29048;8.0;13.0;6.0;9.0;17.0;0.0;11.0
1753;29049;1.0;1.0;0.0;5.0;4.0;0.0;2.0
1754;29050;2.0;2.0;1.0;4.0;13.0;0.0;8.0
1755;29051;1.0;4.0;0.0;3.0;7.0;0.0;0.0
1756;29052;1.0;2.0;1.0;5.0;5.0;0.0;1.0
1757;29053;1.0;3.0;0.0;5.0;3.0;0.0;1.0
1758;29054;1.0;6.0;0.0;3.0;2.0;0.0;3.0
1759;29055;0.0;2.0;0.0;0.0;1.0;0.0;0.0
1760;29056;2.0;2.0;0.0;7.0;4.0;0.0;1.0
1761;29057;0.0;6.0;0.0;4.0;5.0;0.0;5.0
1762;29058;1.0;5.0;1.0;4.0;5.0;1.0;0.0
1763;29059;2.0;2.0;1.0;2.0;8.0;1.0;3.0
1764;29060;2.0;3.0;0.0;1.0;5.0;1.0;7.0
1765;30001;4.0;10.0;0.0;2.0;2.0;1.0;8.0
1766;30002;1.0;2.0;0.0;2.0;7.0;0.0;4.0
1767;30003;58.0;180.0;39.0;60.0;73.0;6.0;22.0
1768;30004;4.0;41.0;4.0;11.0;13.0;0.0;5.0
1769;30005;1.0;4.0;2.0;0.0;5.0;0.0;1.0
1770;30006;0.0;19.0;0.0;8.0;5.0;0.0;1.0
1771;30007;0.0;4.0;0.0;1.0;2.0;0.0;0.0
1772;30008;0.0;5.0;0.0;2.0;4.0;0.0;0.0
1773;30009;8.0;22.0;1.0;9.0;17.0;2.0;7.0
1774;3001;51.0;83.0;37.0;46.0;90.0;4.0;14.0
1775;30010;21.0;54.0;4.0;24.0;40.0;1.0;20.0
1776;30011;28.0;108.0;54.0;28.0;43.0;1.0;22.0
1777;30012;1.0;3.0;2.0;0.0;2.0;0.0;1.0
1778;30013;29.0;59.0;10.0;23.0;77.0;1.0;12.0
1779;30014;21.0;90.0;2.0;34.0;30.0;0.0;22.0
1780;30015;9.0;35.0;5.0;15.0;28.0;0.0;6.0
1781;30016;22.0;62.0;18.0;25.0;52.0;1.0;25.0
1782;30017;1.0;3.0;0.0;1.0;2.0;0.0;0.0
1783;30018;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1784;30019;1.0;3.0;0.0;1.0;4.0;0.0;3.0
1785;3002;37.0;29.0;16.0;56.0;57.0;2.0;20.0
1786;30020;1.0;1.0;0.0;1.0;3.0;0.0;2.0
1787;30021;9.0;87.0;10.0;25.0;19.0;0.0;19.0
1788;30022;0.0;41.0;0.0;8.0;22.0;0.0;7.0
1789;30023;5.0;6.0;0.0;3.0;18.0;0.0;17.0
1790;30024;2.0;11.0;2.0;4.0;6.0;0.0;4.0
1791;30025;3.0;10.0;0.0;3.0;7.0;0.0;4.0
1792;30026;15.0;57.0;2.0;24.0;17.0;2.0;41.0
1793;30027;6.0;2.0;2.0;6.0;6.0;0.0;1.0
1794;30028;171.0;482.0;74.0;101.0;184.0;48.0;81.0
1795;30029;1.0;1.0;0.0;1.0;0.0;0.0;0.0
1796;3003;311.0;193.0;125.0;288.0;220.0;39.0;73.0
1797;30030;21.0;132.0;6.0;37.0;73.0;1.0;46.0
1798;30031;0.0;2.0;0.0;2.0;2.0;0.0;0.0
1799;30032;43.0;58.0;15.0;15.0;29.0;1.0;11.0
1800;30033;10.0;11.0;1.0;9.0;14.0;0.0;4.0
1801;30034;21.0;24.0;3.0;19.0;58.0;1.0;24.0
1802;30035;3.0;10.0;1.0;7.0;11.0;0.0;3.0
1803;30036;1.0;10.0;2.0;8.0;13.0;0.0;12.0
1804;30037;1.0;3.0;0.0;0.0;3.0;0.0;0.0
1805;30038;82.0;201.0;17.0;55.0;84.0;4.0;49.0
1806;30039;171.0;762.0;119.0;241.0;384.0;42.0;115.0
1807;30040;7.0;66.0;1.0;29.0;45.0;0.0;8.0
1808;30041;0.0;4.0;0.0;0.0;2.0;0.0;1.0
1809;30042;3.0;8.0;0.0;2.0;10.0;0.0;1.0
1810;30043;1.0;12.0;1.0;5.0;6.0;0.0;6.0
1811;30044;183.0;606.0;45.0;177.0;276.0;13.0;230.0
1812;30045;31.0;160.0;12.0;48.0;123.0;1.0;47.0
1813;30046;1.0;6.0;0.0;3.0;2.0;0.0;5.0
1814;30047;18.0;57.0;0.0;31.0;39.0;0.0;9.0
1815;30048;22.0;245.0;22.0;89.0;87.0;1.0;29.0
1816;30049;2.0;30.0;3.0;8.0;13.0;0.0;2.0
1817;30050;2.0;5.0;0.0;2.0;12.0;0.0;2.0
1818;30051;6.0;16.0;0.0;10.0;26.0;1.0;5.0
1819;30052;3.0;20.0;1.0;8.0;14.0;0.0;11.0
1820;30053;26.0;81.0;8.0;32.0;51.0;1.0;17.0
1821;30054;0.0;23.0;1.0;3.0;8.0;0.0;5.0
1822;30055;1.0;6.0;0.0;0.0;4.0;0.0;0.0
1823;30056;1.0;1.0;0.0;0.0;1.0;0.0;1.0
1824;30057;1.0;3.0;0.0;0.0;7.0;0.0;6.0
1825;30058;13.0;6.0;1.0;12.0;23.0;2.0;13.0
1826;30059;3.0;33.0;5.0;9.0;8.0;1.0;5.0
1827;30060;0.0;47.0;0.0;3.0;20.0;0.0;0.0
1828;30061;33.0;111.0;14.0;67.0;82.0;2.0;19.0
1829;30062;2.0;19.0;1.0;17.0;11.0;0.0;6.0
1830;30063;2.0;5.0;0.0;4.0;9.0;0.0;4.0
1831;30064;0.0;1.0;0.0;0.0;3.0;0.0;0.0
1832;30065;49.0;169.0;10.0;32.0;56.0;0.0;24.0
1833;30066;4.0;15.0;0.0;9.0;26.0;0.0;8.0
1834;30067;1.0;0.0;0.0;6.0;10.0;0.0;0.0
1835;30068;25.0;197.0;8.0;44.0;61.0;5.0;47.0
1836;30069;17.0;28.0;7.0;14.0;34.0;1.0;11.0
1837;30070;2.0;19.0;3.0;6.0;8.0;0.0;0.0
1838;30071;57.0;120.0;7.0;26.0;57.0;3.0;24.0
1839;30072;9.0;14.0;2.0;8.0;7.0;0.0;10.0
1840;30073;5.0;40.0;6.0;13.0;15.0;0.0;2.0
1841;30074;1.0;15.0;0.0;1.0;4.0;0.0;1.0
1842;30075;3.0;15.0;2.0;5.0;6.0;0.0;7.0
1843;30076;1.0;0.0;0.0;0.0;0.0;0.0;3.0
1844;30077;17.0;73.0;6.0;30.0;45.0;1.0;19.0
1845;30078;1.0;3.0;1.0;2.0;3.0;0.0;1.0
1846;30079;1.0;3.0;0.0;2.0;2.0;0.0;3.0
1847;3008;400.0;253.0;129.0;243.0;293.0;53.0;70.0
1848;30080;1.0;20.0;0.0;7.0;10.0;0.0;1.0
1849;30081;1.0;53.0;1.0;15.0;22.0;1.0;10.0
1850;30082;7.0;20.0;4.0;10.0;7.0;1.0;14.0
1851;30083;7.0;16.0;0.0;8.0;8.0;0.0;4.0
1852;30084;0.0;5.0;0.0;3.0;3.0;0.0;2.0
1853;30085;11.0;186.0;6.0;62.0;80.0;2.0;50.0
1854;30086;7.0;22.0;1.0;14.0;27.0;1.0;10.0
1855;30087;436.0;682.0;95.0;434.0;485.0;62.0;717.0
1856;30088;7.0;8.0;2.0;8.0;11.0;0.0;4.0
1857;30089;21.0;94.0;10.0;30.0;29.0;1.0;25.0
1858;3009;29.0;12.0;8.0;19.0;21.0;3.0;6.0
1859;30090;0.0;5.0;1.0;1.0;7.0;0.0;0.0
1860;30091;8.0;21.0;4.0;13.0;23.0;1.0;4.0
1861;30092;17.0;69.0;3.0;13.0;31.0;2.0;14.0
1862;30093;2.0;7.0;0.0;6.0;7.0;0.0;4.0
1863;30094;18.0;60.0;5.0;22.0;47.0;0.0;15.0
1864;30095;5.0;38.0;1.0;5.0;13.0;0.0;7.0
1865;30096;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1866;30097;21.0;55.0;11.0;17.0;31.0;1.0;14.0
1867;30098;0.0;4.0;0.0;1.0;0.0;0.0;1.0
1868;30099;0.0;57.0;0.0;12.0;35.0;1.0;10.0
1869;30100;2.0;24.0;4.0;5.0;20.0;0.0;1.0
1870;30101;0.0;70.0;1.0;20.0;14.0;0.0;18.0
1871;30102;76.0;189.0;27.0;57.0;161.0;5.0;87.0
1872;30103;4.0;1.0;0.0;2.0;4.0;0.0;2.0
1873;30104;2.0;11.0;8.0;12.0;3.0;0.0;0.0
1874;30105;8.0;144.0;11.0;33.0;45.0;6.0;11.0
1875;30106;0.0;1.0;0.0;4.0;1.0;0.0;2.0
1876;30107;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1877;30108;81.0;491.0;60.0;119.0;207.0;11.0;56.0
1878;30109;20.0;77.0;5.0;30.0;92.0;0.0;27.0
1879;30110;0.0;0.0;0.0;0.0;2.0;0.0;0.0
1880;30111;3.0;26.0;4.0;13.0;10.0;1.0;4.0
1881;30112;11.0;32.0;3.0;10.0;14.0;0.0;5.0
1882;30113;0.0;7.0;0.0;2.0;5.0;0.0;0.0
1883;30114;4.0;5.0;2.0;5.0;5.0;0.0;7.0
1884;30115;8.0;108.0;0.0;21.0;31.0;0.0;19.0
1885;30116;3.0;65.0;3.0;14.0;12.0;1.0;7.0
1886;30117;2.0;20.0;0.0;9.0;15.0;0.0;10.0
1887;30118;184.0;555.0;39.0;109.0;255.0;17.0;239.0
1888;30119;2.0;9.0;2.0;5.0;6.0;0.0;4.0
1889;30120;4.0;23.0;2.0;16.0;8.0;0.0;1.0
1890;30121;8.0;9.0;2.0;8.0;25.0;0.0;5.0
1891;30122;3.0;16.0;4.0;9.0;8.0;0.0;1.0
1892;30123;31.0;88.0;13.0;32.0;87.0;0.0;31.0
1893;30124;47.0;122.0;12.0;43.0;145.0;2.0;44.0
1894;30125;8.0;32.0;4.0;20.0;26.0;0.0;18.0
1895;30126;3.0;39.0;1.0;13.0;11.0;0.0;5.0
1896;30127;1.0;14.0;0.0;4.0;4.0;0.0;2.0
1897;30128;43.0;96.0;17.0;36.0;86.0;4.0;62.0
1898;30129;5.0;33.0;1.0;8.0;17.0;0.0;5.0
1899;30130;19.0;69.0;3.0;27.0;54.0;1.0;13.0
1900;30131;164.0;300.0;36.0;101.0;305.0;12.0;120.0
1901;30132;5.0;21.0;3.0;14.0;20.0;0.0;10.0
1902;30133;13.0;48.0;20.0;27.0;67.0;2.0;8.0
1903;30134;3.0;16.0;2.0;0.0;4.0;1.0;3.0
1904;30135;3.0;48.0;0.0;14.0;10.0;0.0;6.0
1905;30136;0.0;6.0;0.0;4.0;4.0;0.0;4.0
1906;30137;0.0;1.0;0.0;0.0;1.0;0.0;0.0
1907;30138;9.0;145.0;7.0;31.0;55.0;3.0;50.0
1908;30139;3.0;4.0;0.0;0.0;3.0;0.0;0.0
1909;30140;0.0;4.0;0.0;0.0;1.0;0.0;0.0
1910;30141;37.0;166.0;24.0;46.0;63.0;2.0;27.0
1911;30142;7.0;34.0;3.0;7.0;8.0;0.0;3.0
1912;30143;9.0;54.0;4.0;14.0;26.0;0.0;7.0
1913;30144;26.0;38.0;3.0;17.0;13.0;0.0;24.0
1914;30145;0.0;17.0;3.0;5.0;4.0;0.0;0.0
1915;30146;0.0;0.0;0.0;1.0;2.0;0.0;0.0
1916;30147;0.0;13.0;0.0;3.0;4.0;0.0;0.0
1917;30148;3.0;63.0;6.0;12.0;24.0;1.0;6.0
1918;30149;1.0;14.0;2.0;12.0;7.0;0.0;2.0
1919;30150;1.0;6.0;3.0;3.0;23.0;0.0;13.0
1920;30151;6.0;21.0;2.0;1.0;11.0;0.0;2.0
1921;30152;7.0;7.0;4.0;1.0;12.0;0.0;1.0
1922;30153;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1923;30154;0.0;1.0;0.0;0.0;3.0;0.0;2.0
1924;30155;54.0;43.0;8.0;33.0;84.0;0.0;19.0
1925;30156;1.0;0.0;0.0;0.0;0.0;0.0;2.0
1926;30157;1.0;3.0;0.0;5.0;10.0;0.0;2.0
1927;30158;80.0;52.0;35.0;14.0;33.0;0.0;7.0
1928;30159;2.0;2.0;0.0;4.0;2.0;0.0;4.0
1929;30160;75.0;86.0;6.0;40.0;118.0;2.0;54.0
1930;30161;15.0;9.0;4.0;12.0;17.0;0.0;8.0
1931;30162;1.0;4.0;1.0;0.0;3.0;0.0;0.0
1932;30163;1.0;4.0;0.0;0.0;2.0;0.0;1.0
1933;30164;5.0;27.0;3.0;9.0;13.0;1.0;16.0
1934;30165;0.0;0.0;1.0;1.0;4.0;0.0;2.0
1935;30166;0.0;3.0;0.0;0.0;3.0;0.0;2.0
1936;30167;0.0;34.0;1.0;8.0;10.0;0.0;3.0
1937;30168;2.0;16.0;0.0;5.0;6.0;0.0;3.0
1938;30169;8.0;31.0;2.0;10.0;16.0;0.0;5.0
1939;30170;4.0;1.0;0.0;0.0;2.0;0.0;0.0
1940;30171;0.0;3.0;0.0;1.0;0.0;0.0;3.0
1941;30172;0.0;22.0;0.0;6.0;8.0;0.0;3.0
1942;30173;15.0;58.0;3.0;15.0;40.0;0.0;17.0
1943;30174;51.0;331.0;21.0;64.0;170.0;4.0;65.0
1944;30175;27.0;83.0;4.0;22.0;69.0;0.0;14.0
1945;30176;1.0;29.0;2.0;8.0;13.0;0.0;0.0
1946;30177;1.0;0.0;0.0;2.0;0.0;0.0;3.0
1947;30178;15.0;30.0;5.0;5.0;13.0;0.0;4.0
1948;30179;1.0;5.0;0.0;1.0;6.0;0.0;3.0
1949;30180;2.0;10.0;0.0;1.0;2.0;0.0;0.0
1950;30181;10.0;48.0;4.0;19.0;26.0;1.0;15.0
1951;30182;0.0;6.0;0.0;6.0;9.0;0.0;7.0
1952;30183;33.0;99.0;3.0;30.0;132.0;2.0;58.0
1953;30184;0.0;4.0;0.0;5.0;2.0;0.0;3.0
1954;30185;2.0;12.0;0.0;0.0;5.0;0.0;2.0
1955;30186;2.0;9.0;0.0;3.0;7.0;1.0;2.0
1956;30187;0.0;1.0;0.0;3.0;0.0;0.0;0.0
1957;30188;2.0;5.0;0.0;6.0;8.0;0.0;4.0
1958;30189;103.0;147.0;48.0;68.0;154.0;6.0;54.0
1959;30190;0.0;8.0;1.0;2.0;10.0;0.0;0.0
1960;30191;6.0;90.0;62.0;32.0;44.0;1.0;13.0
1961;30192;28.0;15.0;8.0;14.0;27.0;1.0;17.0
1962;30193;333.0;1912.0;216.0;322.0;632.0;71.0;337.0
1963;30194;1.0;7.0;2.0;5.0;14.0;0.0;5.0
1964;30195;0.0;0.0;0.0;3.0;1.0;0.0;1.0
1965;30196;8.0;34.0;4.0;13.0;16.0;0.0;10.0
1966;30197;0.0;7.0;0.0;3.0;3.0;1.0;1.0
1967;30198;0.0;2.0;0.0;1.0;1.0;0.0;5.0
1968;30199;0.0;16.0;3.0;14.0;19.0;0.0;2.0
1969;30200;0.0;2.0;0.0;1.0;1.0;0.0;2.0
1970;30201;14.0;22.0;0.0;7.0;23.0;2.0;28.0
1971;30202;5.0;5.0;0.0;0.0;0.0;0.0;1.0
1972;30203;2.0;2.0;0.0;2.0;6.0;0.0;5.0
1973;30204;21.0;50.0;12.0;26.0;35.0;0.0;16.0
1974;30205;10.0;25.0;2.0;17.0;18.0;0.0;6.0
1975;30206;14.0;58.0;11.0;28.0;31.0;1.0;7.0
1976;30207;15.0;130.0;9.0;42.0;77.0;2.0;32.0
1977;30208;6.0;57.0;4.0;12.0;25.0;4.0;11.0
1978;30209;5.0;16.0;4.0;6.0;9.0;0.0;1.0
1979;30210;10.0;8.0;2.0;6.0;11.0;0.0;2.0
1980;30211;12.0;46.0;5.0;10.0;21.0;0.0;7.0
1981;30212;1.0;1.0;0.0;3.0;6.0;0.0;1.0
1982;31001;0.0;5.0;0.0;2.0;4.0;0.0;2.0
1983;31002;4.0;20.0;1.0;13.0;9.0;0.0;17.0
1984;31003;5.0;66.0;0.0;18.0;17.0;0.0;9.0
1985;31004;2.0;16.0;0.0;7.0;4.0;0.0;10.0
1986;31005;0.0;4.0;0.0;5.0;5.0;0.0;1.0
1987;31006;6.0;22.0;2.0;9.0;13.0;4.0;10.0
1988;31007;3.0;45.0;3.0;12.0;14.0;3.0;16.0
1989;31008;0.0;5.0;0.0;3.0;1.0;0.0;1.0
1990;31009;1.0;13.0;0.0;6.0;5.0;0.0;11.0
1991;31010;0.0;10.0;0.0;0.0;0.0;0.0;2.0
1992;31011;15.0;35.0;6.0;14.0;12.0;1.0;16.0
1993;31012;0.0;10.0;0.0;3.0;3.0;3.0;10.0
1994;31013;1.0;29.0;4.0;25.0;17.0;1.0;21.0
1995;31014;1.0;3.0;0.0;1.0;0.0;0.0;1.0
1996;31015;1.0;6.0;0.0;3.0;4.0;0.0;5.0
1997;31016;0.0;7.0;0.0;2.0;0.0;0.0;1.0
1998;31017;0.0;3.0;0.0;0.0;1.0;0.0;0.0
1999;31018;0.0;10.0;1.0;1.0;4.0;0.0;1.0
2000;31019;2.0;40.0;2.0;28.0;9.0;0.0;4.0
2001;31020;0.0;15.0;1.0;7.0;4.0;0.0;8.0
2002;31021;0.0;6.0;0.0;4.0;8.0;0.0;0.0
2003;31022;0.0;3.0;0.0;0.0;1.0;0.0;1.0
2004;31023;5.0;26.0;2.0;9.0;5.0;1.0;7.0
2005;31024;1.0;10.0;1.0;5.0;2.0;0.0;1.0
2006;31025;5.0;21.0;0.0;3.0;11.0;0.0;6.0
2007;31026;2.0;16.0;0.0;4.0;5.0;1.0;2.0
2008;31027;2.0;20.0;0.0;19.0;9.0;0.0;16.0
2009;31028;2.0;16.0;3.0;8.0;6.0;0.0;9.0
2010;31029;3.0;17.0;1.0;5.0;4.0;0.0;11.0
2011;31030;0.0;14.0;0.0;1.0;0.0;0.0;2.0
2012;31031;0.0;4.0;0.0;4.0;1.0;0.0;3.0
2013;31032;3.0;34.0;1.0;5.0;7.0;0.0;4.0
2014;31033;8.0;46.0;7.0;31.0;22.0;1.0;9.0
2015;31034;0.0;12.0;0.0;4.0;4.0;0.0;6.0
2016;31035;1.0;12.0;1.0;5.0;9.0;0.0;6.0
2017;31036;6.0;19.0;1.0;11.0;9.0;1.0;8.0
2018;31037;1.0;20.0;1.0;5.0;3.0;0.0;3.0
2019;31038;9.0;53.0;9.0;31.0;25.0;0.0;27.0
2020;31039;0.0;3.0;1.0;11.0;7.0;0.0;10.0
2021;31040;15.0;101.0;9.0;38.0;49.0;0.0;38.0
2022;31041;12.0;183.0;18.0;97.0;99.0;3.0;115.0
2023;31042;0.0;3.0;0.0;3.0;0.0;0.0;6.0
2024;31043;3.0;8.0;0.0;5.0;3.0;0.0;3.0
2025;31044;2.0;19.0;2.0;4.0;3.0;0.0;6.0
2026;31045;1.0;16.0;0.0;1.0;1.0;0.0;0.0
2027;31046;0.0;15.0;0.0;1.0;6.0;0.0;4.0
2028;31047;4.0;15.0;2.0;3.0;6.0;0.0;2.0
2029;31048;11.0;54.0;6.0;13.0;13.0;2.0;16.0
2030;31049;0.0;6.0;0.0;1.0;2.0;0.0;2.0
2031;31050;783.0;1473.0;234.0;816.0;1217.0;196.0;1421.0
2032;31051;0.0;2.0;1.0;3.0;2.0;0.0;3.0
2033;31052;20.0;116.0;5.0;37.0;36.0;2.0;45.0
2034;31053;8.0;62.0;3.0;15.0;14.0;1.0;9.0
2035;31054;0.0;6.0;0.0;2.0;1.0;0.0;1.0
2036;31055;1.0;20.0;0.0;5.0;1.0;0.0;1.0
2037;31056;18.0;134.0;9.0;29.0;31.0;0.0;30.0
2038;31057;0.0;18.0;3.0;7.0;8.0;1.0;3.0
2039;31058;12.0;65.0;4.0;22.0;28.0;2.0;11.0
2040;31059;85.0;85.0;111.0;54.0;86.0;4.0;99.0
2041;31060;0.0;6.0;0.0;0.0;1.0;0.0;0.0
2042;31061;6.0;10.0;6.0;2.0;2.0;0.0;6.0
2043;31062;1.0;15.0;0.0;9.0;8.0;0.0;5.0
2044;31063;12.0;19.0;1.0;2.0;2.0;2.0;1.0
2045;31064;0.0;7.0;0.0;2.0;1.0;0.0;0.0
2046;31065;7.0;4.0;1.0;0.0;1.0;1.0;2.0
2047;31066;4.0;13.0;1.0;4.0;3.0;0.0;0.0
2048;31067;0.0;16.0;0.0;10.0;4.0;1.0;6.0
2049;31068;2.0;4.0;0.0;1.0;1.0;0.0;4.0
2050;31069;3.0;27.0;1.0;8.0;2.0;0.0;2.0
2051;31070;0.0;11.0;1.0;6.0;8.0;0.0;3.0
2052;31071;0.0;6.0;0.0;0.0;0.0;0.0;1.0
2053;31072;0.0;7.0;0.0;0.0;1.0;0.0;2.0
2054;31073;0.0;7.0;0.0;5.0;2.0;0.0;0.0
2055;31074;0.0;12.0;0.0;2.0;1.0;0.0;2.0
2056;31075;3.0;11.0;1.0;6.0;6.0;0.0;4.0
2057;31076;2.0;40.0;1.0;13.0;3.0;0.0;11.0
2058;31077;0.0;16.0;0.0;5.0;1.0;0.0;6.0
2059;31078;3.0;19.0;0.0;5.0;2.0;0.0;1.0
2060;31079;15.0;107.0;6.0;35.0;62.0;3.0;36.0
2061;31080;1.0;33.0;3.0;13.0;13.0;0.0;18.0
