,cve_ent_mun,Amenazas,Daño a la propiedad,Extorsión,Robo a negocio
996,19043,5.0,2.0,0.0,0.0
997,19044,28.0,34.0,2.0,5.0
998,19045,62.0,63.0,9.0,19.0
999,19046,514.0,608.0,39.0,135.0
1000,19047,11.0,15.0,1.0,4.0
1001,19048,283.0,335.0,18.0,94.0
1002,19049,42.0,87.0,3.0,15.0
1003,19050,2.0,6.0,0.0,0.0
1004,19051,7.0,3.0,0.0,0.0
1005,20001,0.0,0.0,0.0,0.0
1006,20002,13.0,12.0,0.0,0.0
1007,20003,0.0,0.0,0.0,0.0
1008,20004,0.0,1.0,0.0,0.0
1009,20005,10.0,4.0,0.0,1.0
1010,20006,38.0,35.0,2.0,16.0
1011,20007,0.0,3.0,0.0,0.0
1012,20008,1.0,1.0,0.0,0.0
1013,20009,2.0,4.0,0.0,0.0
1014,20010,23.0,12.0,1.0,6.0
1015,20011,1.0,0.0,0.0,0.0
1016,20012,15.0,3.0,0.0,0.0
1017,20013,4.0,1.0,0.0,0.0
1018,20014,62.0,52.0,2.0,19.0
1019,20015,1.0,1.0,0.0,0.0
1020,20016,0.0,0.0,0.0,0.0
1021,20017,0.0,4.0,0.0,0.0
1022,20018,1.0,0.0,0.0,0.0
1023,20019,0.0,0.0,0.0,0.0
1024,20020,3.0,0.0,0.0,0.0
1025,20021,3.0,2.0,0.0,0.0
1026,20022,1.0,0.0,0.0,0.0
1027,20023,20.0,19.0,0.0,5.0
1028,20024,1.0,0.0,0.0,0.0
1029,20025,12.0,8.0,0.0,1.0
1030,20026,6.0,1.0,0.0,0.0
1031,20027,1.0,0.0,0.0,0.0
1032,20028,25.0,38.0,0.0,7.0
1033,20029,0.0,2.0,0.0,0.0
1034,20030,15.0,4.0,0.0,3.0
1035,20031,1.0,3.0,0.0,0.0
1036,20032,0.0,0.0,0.0,0.0
1037,20033,7.0,4.0,0.0,2.0
1038,20034,0.0,0.0,0.0,0.0
1039,20035,1.0,0.0,0.0,0.0
1040,20036,1.0,1.0,0.0,0.0
1041,20037,4.0,1.0,0.0,0.0
1042,20038,0.0,0.0,0.0,0.0
1043,20039,211.0,156.0,11.0,53.0
1044,20040,1.0,0.0,0.0,0.0
1045,20041,27.0,8.0,3.0,2.0
1046,20042,10.0,6.0,2.0,0.0
1047,20043,159.0,91.0,6.0,167.0
1048,20044,16.0,19.0,3.0,7.0
1049,20045,11.0,5.0,1.0,1.0
1050,20046,1.0,0.0,0.0,0.0
1051,20047,0.0,0.0,0.0,0.0
1052,20048,2.0,0.0,0.0,0.0
1053,20049,4.0,1.0,0.0,0.0
1054,20050,0.0,0.0,0.0,0.0
1055,20051,4.0,2.0,0.0,0.0
1056,20052,2.0,3.0,0.0,1.0
1057,20053,3.0,0.0,0.0,0.0
1058,20054,0.0,0.0,0.0,0.0
1059,20055,4.0,2.0,0.0,1.0
1060,20056,4.0,1.0,0.0,0.0
1061,20057,87.0,36.0,0.0,9.0
1062,20058,7.0,2.0,0.0,0.0
1063,20059,78.0,62.0,2.0,18.0
1064,20060,2.0,1.0,0.0,0.0
1065,20061,1.0,1.0,0.0,0.0
1066,20062,1.0,0.0,0.0,0.0
1067,20063,4.0,6.0,0.0,1.0
1068,20064,5.0,2.0,0.0,0.0
1069,20065,0.0,0.0,0.0,0.0
1070,20066,2.0,4.0,0.0,0.0
1071,20067,931.0,603.0,21.0,543.0
1072,20068,56.0,37.0,3.0,9.0
1073,20069,0.0,0.0,0.0,0.0
1074,20070,14.0,2.0,0.0,0.0
1075,20071,1.0,3.0,0.0,0.0
1076,20072,3.0,1.0,0.0,0.0
1077,20073,31.0,25.0,3.0,6.0
1078,20074,0.0,0.0,0.0,0.0
1079,20075,1.0,1.0,1.0,1.0
1080,20076,0.0,0.0,0.0,0.0
1081,20077,4.0,7.0,0.0,0.0
1082,20078,1.0,1.0,0.0,0.0
1083,20079,226.0,118.0,0.0,99.0
1084,20080,2.0,2.0,0.0,0.0
1085,20081,2.0,1.0,0.0,0.0
1086,20082,2.0,2.0,0.0,0.0
1087,20083,9.0,7.0,0.0,4.0
1088,20084,6.0,9.0,0.0,0.0
1089,20085,3.0,0.0,0.0,0.0
1090,20086,0.0,0.0,0.0,0.0
1091,20087,3.0,2.0,0.0,3.0
1092,20088,2.0,1.0,0.0,0.0
1093,20089,3.0,0.0,0.0,0.0
1094,20090,9.0,1.0,0.0,0.0
1095,20091,8.0,3.0,0.0,2.0
1096,20092,4.0,0.0,0.0,0.0
1097,20093,0.0,0.0,0.0,0.0
1098,20094,1.0,0.0,0.0,0.0
1099,20095,4.0,2.0,0.0,0.0
1100,20096,0.0,0.0,0.0,0.0
1101,20097,0.0,0.0,0.0,0.0
1102,20098,0.0,0.0,0.0,0.0
1103,20099,0.0,0.0,0.0,0.0
1104,20100,0.0,0.0,0.0,0.0
1105,20101,0.0,0.0,0.0,0.0
1106,20102,14.0,5.0,0.0,1.0
1107,20103,6.0,1.0,0.0,1.0
1108,20104,0.0,0.0,0.0,0.0
1109,20105,0.0,0.0,0.0,0.0
1110,20106,0.0,0.0,0.0,0.0
1111,20107,26.0,30.0,0.0,9.0
1112,20108,1.0,0.0,0.0,0.0
1113,20109,0.0,0.0,0.0,0.0
1114,20110,0.0,0.0,0.0,0.0
1115,20111,17.0,8.0,0.0,0.0
1116,20112,3.0,4.0,0.0,0.0
1117,20113,2.0,3.0,0.0,1.0
1118,20114,0.0,0.0,0.0,0.0
1119,20115,23.0,24.0,1.0,5.0
1120,20116,2.0,0.0,0.0,0.0
1121,20117,1.0,1.0,0.0,0.0
1122,20118,0.0,0.0,0.0,0.0
1123,20119,0.0,0.0,0.0,0.0
1124,20120,0.0,0.0,0.0,0.0
1125,20121,4.0,1.0,0.0,0.0
1126,20122,0.0,0.0,0.0,0.0
1127,20123,3.0,0.0,0.0,0.0
1128,20124,12.0,6.0,0.0,1.0
1129,20125,3.0,5.0,0.0,0.0
1130,20126,1.0,0.0,0.0,0.0
1131,20127,0.0,0.0,0.0,0.0
1132,20128,0.0,0.0,0.0,0.0
1133,20129,0.0,2.0,0.0,0.0
1134,20130,1.0,1.0,0.0,0.0
1135,20131,4.0,3.0,0.0,0.0
1136,20132,4.0,1.0,0.0,0.0
1137,20133,2.0,0.0,0.0,0.0
1138,20134,2.0,5.0,1.0,0.0
1139,20135,4.0,1.0,0.0,0.0
1140,20136,4.0,0.0,0.0,0.0
1141,20137,0.0,0.0,0.0,0.0
1142,20138,1.0,0.0,0.0,0.0
1143,20139,0.0,0.0,0.0,0.0
1144,20140,1.0,0.0,0.0,0.0
1145,20141,8.0,8.0,0.0,0.0
1146,20142,0.0,0.0,0.0,0.0
1147,20143,3.0,5.0,0.0,1.0
1148,20144,0.0,0.0,0.0,0.0
1149,20145,5.0,4.0,0.0,2.0
1150,20146,0.0,0.0,0.0,0.0
1151,20147,0.0,0.0,0.0,0.0
1152,20148,2.0,0.0,0.0,0.0
1153,20149,1.0,0.0,0.0,0.0
1154,20150,13.0,8.0,0.0,1.0
1155,20151,1.0,0.0,0.0,0.0
1156,20152,0.0,0.0,0.0,0.0
1157,20153,3.0,2.0,0.0,0.0
1158,20154,1.0,1.0,0.0,0.0
1159,20155,0.0,0.0,0.0,0.0
1160,20156,5.0,2.0,0.0,0.0
1161,20157,14.0,17.0,0.0,18.0
1162,20158,3.0,1.0,0.0,0.0
1163,20159,0.0,0.0,0.0,0.0
1164,20160,4.0,1.0,0.0,0.0
1165,20161,1.0,1.0,0.0,0.0
1166,20162,2.0,1.0,0.0,0.0
1167,20163,0.0,2.0,0.0,0.0
1168,20164,3.0,0.0,0.0,0.0
1169,20165,2.0,0.0,0.0,0.0
1170,20166,4.0,7.0,0.0,0.0
1171,20167,0.0,1.0,0.0,0.0
1172,20168,2.0,2.0,0.0,0.0
1173,20169,0.0,1.0,0.0,0.0
1174,20170,0.0,2.0,0.0,0.0
1175,20171,4.0,0.0,0.0,0.0
1176,20172,0.0,0.0,0.0,0.0
1177,20173,1.0,2.0,0.0,0.0
1178,20174,11.0,7.0,0.0,5.0
1179,20175,0.0,1.0,0.0,0.0
1180,20176,5.0,3.0,1.0,0.0
1181,20177,6.0,8.0,0.0,2.0
1182,20178,8.0,2.0,1.0,0.0
1183,20179,1.0,0.0,0.0,0.0
1184,20180,5.0,4.0,0.0,0.0
1185,20181,1.0,0.0,0.0,0.0
1186,20182,1.0,0.0,0.0,0.0
1187,20183,0.0,1.0,0.0,0.0
1188,20184,199.0,138.0,21.0,102.0
1189,20185,14.0,6.0,0.0,0.0
1190,20186,0.0,0.0,0.0,0.0
1191,20187,0.0,0.0,0.0,0.0
1192,20188,13.0,4.0,0.0,0.0
1193,20189,0.0,0.0,0.0,0.0
1194,20190,17.0,8.0,0.0,2.0
1195,20191,0.0,0.0,0.0,0.0
1196,20192,3.0,0.0,0.0,0.0
1197,20193,2.0,1.0,0.0,0.0
1198,20194,0.0,0.0,0.0,0.0
1199,20195,0.0,0.0,0.0,0.0
1200,20196,0.0,0.0,0.0,0.0
1201,20197,0.0,0.0,0.0,0.0
1202,20198,29.0,18.0,0.0,1.0
1203,20199,0.0,0.0,0.0,0.0
1204,20200,0.0,0.0,0.0,0.0
1205,20201,0.0,0.0,0.0,0.0
1206,20202,1.0,0.0,0.0,0.0
1207,20203,1.0,0.0,0.0,0.0
1208,20204,1.0,0.0,0.0,0.0
1209,20205,1.0,1.0,0.0,0.0
1210,20206,0.0,2.0,0.0,0.0
1211,20207,7.0,6.0,0.0,0.0
1212,20208,3.0,1.0,0.0,0.0
1213,20209,0.0,0.0,0.0,0.0
1214,20210,0.0,0.0,0.0,0.0
1215,20211,1.0,1.0,0.0,0.0
1216,20212,0.0,0.0,0.0,0.0
1217,20213,1.0,0.0,0.0,0.0
1218,20214,0.0,1.0,0.0,0.0
1219,20215,0.0,1.0,0.0,0.0
1220,20216,0.0,0.0,0.0,0.0
1221,20217,0.0,0.0,0.0,0.0
1222,20218,0.0,0.0,0.0,0.0
1223,20219,0.0,1.0,0.0,0.0
1224,20220,1.0,0.0,0.0,0.0
1225,20221,3.0,1.0,0.0,0.0
1226,20222,0.0,0.0,0.0,0.0
1227,20223,0.0,0.0,0.0,0.0
1228,20224,1.0,0.0,0.0,0.0
1229,20225,5.0,1.0,0.0,0.0
1230,20226,2.0,0.0,0.0,0.0
1231,20227,19.0,12.0,0.0,6.0
1232,20228,0.0,1.0,0.0,0.0
1233,20229,0.0,1.0,0.0,0.0
1234,20230,1.0,0.0,0.0,0.0
1235,20231,0.0,0.0,0.0,0.0
1236,20232,8.0,5.0,0.0,0.0
1237,20233,0.0,0.0,1.0,0.0
1238,20234,3.0,1.0,0.0,0.0
1239,20235,3.0,2.0,0.0,0.0
1240,20236,2.0,0.0,0.0,0.0
1241,20237,0.0,0.0,0.0,0.0
1242,20238,1.0,0.0,0.0,0.0
1243,20239,0.0,0.0,0.0,0.0
1244,20240,2.0,0.0,0.0,0.0
1245,20241,0.0,0.0,0.0,0.0
1246,20242,2.0,4.0,1.0,0.0
1247,20243,3.0,3.0,0.0,0.0
1248,20244,3.0,5.0,0.0,0.0
1249,20245,0.0,0.0,0.0,0.0
1250,20246,0.0,0.0,0.0,0.0
1251,20247,0.0,1.0,0.0,0.0
1252,20248,2.0,3.0,0.0,0.0
1253,20249,0.0,0.0,0.0,0.0
1254,20250,1.0,0.0,0.0,0.0
1255,20251,0.0,0.0,0.0,0.0
1256,20252,0.0,0.0,0.0,0.0
1257,20253,1.0,1.0,0.0,1.0
1258,20254,2.0,3.0,0.0,0.0
1259,20255,0.0,0.0,0.0,0.0
1260,20256,4.0,0.0,0.0,0.0
1261,20257,0.0,0.0,0.0,0.0
1262,20258,0.0,0.0,0.0,0.0
1263,20259,0.0,0.0,0.0,0.0
1264,20260,1.0,0.0,0.0,0.0
1265,20261,0.0,0.0,0.0,0.0
1266,20262,2.0,0.0,0.0,0.0
1267,20263,0.0,0.0,0.0,0.0
1268,20264,2.0,0.0,0.0,0.0
1269,20265,4.0,2.0,0.0,0.0
1270,20266,3.0,1.0,0.0,0.0
1271,20267,0.0,0.0,0.0,0.0
1272,20268,2.0,1.0,0.0,1.0
1273,20269,1.0,0.0,0.0,0.0
1274,20270,1.0,0.0,0.0,0.0
1275,20271,1.0,0.0,0.0,0.0
1276,20272,3.0,1.0,0.0,0.0
1277,20273,3.0,1.0,0.0,0.0
1278,20274,0.0,0.0,0.0,0.0
1279,20275,0.0,0.0,0.0,0.0
1280,20276,0.0,0.0,0.0,0.0
1281,20277,9.0,8.0,1.0,3.0
1282,20278,13.0,9.0,0.0,0.0
1283,20279,2.0,3.0,0.0,0.0
1284,20280,1.0,0.0,0.0,0.0
1285,20281,0.0,0.0,0.0,0.0
1286,20282,0.0,1.0,0.0,0.0
1287,20283,0.0,0.0,0.0,0.0
1288,20284,2.0,0.0,0.0,1.0
1289,20285,14.0,0.0,0.0,0.0
1290,20286,1.0,1.0,0.0,0.0
1291,20287,0.0,0.0,0.0,0.0
1292,20288,0.0,0.0,0.0,0.0
1293,20289,1.0,1.0,0.0,0.0
1294,20290,0.0,0.0,0.0,0.0
1295,20291,0.0,0.0,0.0,0.0
1296,20292,0.0,0.0,0.0,0.0
1297,20293,19.0,13.0,0.0,14.0
1298,20294,7.0,10.0,1.0,3.0
1299,20295,13.0,11.0,0.0,1.0
1300,20296,0.0,1.0,0.0,0.0
1301,20297,0.0,0.0,0.0,0.0
1302,20298,3.0,4.0,4.0,0.0
1303,20299,0.0,0.0,0.0,0.0
1304,20300,3.0,1.0,0.0,0.0
1305,20301,0.0,0.0,0.0,0.0
1306,20302,8.0,1.0,0.0,0.0
1307,20303,0.0,0.0,0.0,0.0
1308,20304,0.0,0.0,0.0,0.0
1309,20305,1.0,0.0,0.0,0.0
1310,20306,0.0,0.0,0.0,0.0
1311,20307,4.0,2.0,0.0,0.0
1312,20308,1.0,1.0,0.0,0.0
1313,20309,3.0,3.0,0.0,0.0
1314,20310,18.0,11.0,0.0,2.0
1315,20311,0.0,0.0,0.0,0.0
1316,20312,23.0,4.0,1.0,0.0
1317,20313,0.0,0.0,0.0,0.0
1318,20314,0.0,1.0,0.0,0.0
1319,20315,1.0,4.0,0.0,0.0
1320,20316,0.0,0.0,0.0,0.0
1321,20317,3.0,0.0,0.0,0.0
1322,20318,174.0,94.0,2.0,45.0
1323,20319,1.0,0.0,0.0,0.0
1324,20320,0.0,0.0,0.0,0.0
1325,20321,1.0,0.0,0.0,0.0
1326,20322,0.0,0.0,0.0,1.0
1327,20323,0.0,0.0,0.0,0.0
1328,20324,166.0,98.0,0.0,18.0
1329,20325,0.0,0.0,0.0,0.0
1330,20326,1.0,0.0,0.0,0.0
1331,20327,5.0,8.0,1.0,0.0
1332,20328,0.0,0.0,0.0,0.0
1333,20329,1.0,0.0,0.0,0.0
1334,20330,2.0,1.0,0.0,0.0
1335,20331,0.0,0.0,0.0,0.0
1336,20332,0.0,0.0,0.0,0.0
1337,20333,2.0,3.0,0.0,0.0
1338,20334,20.0,33.0,0.0,4.0
1339,20335,1.0,1.0,0.0,0.0
1340,20336,0.0,0.0,0.0,0.0
1341,20337,3.0,3.0,0.0,0.0
1342,20338,32.0,29.0,3.0,20.0
1343,20339,5.0,5.0,0.0,0.0
1344,20340,0.0,2.0,0.0,0.0
1345,20341,0.0,0.0,0.0,0.0
1346,20342,11.0,3.0,0.0,0.0
1347,20343,0.0,1.0,0.0,0.0
1348,20344,1.0,2.0,0.0,0.0
1349,20345,8.0,4.0,0.0,0.0
1350,20346,0.0,0.0,0.0,0.0
1351,20347,1.0,0.0,0.0,0.0
1352,20348,2.0,3.0,0.0,1.0
1353,20349,6.0,2.0,0.0,1.0
1354,20350,21.0,21.0,0.0,16.0
1355,20351,0.0,0.0,0.0,0.0
1356,20352,3.0,1.0,0.0,0.0
1357,20353,1.0,1.0,0.0,0.0
1358,20354,0.0,0.0,0.0,0.0
1359,20355,0.0,0.0,0.0,0.0
1360,20356,0.0,0.0,0.0,0.0
1361,20357,0.0,0.0,0.0,0.0
1362,20358,0.0,2.0,0.0,0.0
1363,20359,0.0,0.0,0.0,0.0
1364,20360,17.0,5.0,1.0,1.0
1365,20361,1.0,0.0,0.0,0.0
1366,20362,0.0,0.0,0.0,0.0
1367,20363,0.0,3.0,0.0,0.0
1368,20364,6.0,10.0,1.0,4.0
1369,20365,2.0,2.0,0.0,0.0
1370,20366,4.0,2.0,0.0,0.0
1371,20367,2.0,0.0,0.0,0.0
1372,20368,2.0,2.0,0.0,0.0
1373,20369,7.0,3.0,0.0,0.0
1374,20370,0.0,0.0,0.0,0.0
1375,20371,0.0,0.0,0.0,0.0
1376,20372,2.0,0.0,0.0,0.0
1377,20373,1.0,3.0,0.0,0.0
1378,20374,5.0,2.0,0.0,0.0
1379,20375,16.0,6.0,1.0,3.0
1380,20376,0.0,0.0,0.0,0.0
1381,20377,2.0,0.0,0.0,0.0
1382,20378,6.0,0.0,0.0,0.0
1383,20379,0.0,1.0,0.0,0.0
1384,20380,2.0,1.0,0.0,0.0
1385,20381,1.0,0.0,0.0,0.0
1386,20382,0.0,0.0,0.0,0.0
1387,20383,0.0,0.0,0.0,0.0
1388,20384,3.0,0.0,0.0,0.0
1389,20385,122.0,91.0,0.0,40.0
1390,20386,7.0,1.0,0.0,0.0
1391,20387,3.0,0.0,0.0,0.0
1392,20388,0.0,0.0,0.0,0.0
1393,20389,4.0,0.0,0.0,0.0
1394,20390,79.0,59.0,0.0,63.0
1395,20391,2.0,0.0,0.0,0.0
1396,20392,1.0,1.0,0.0,0.0
1397,20393,7.0,2.0,1.0,0.0
1398,20394,0.0,0.0,0.0,0.0
1399,20395,0.0,1.0,0.0,0.0
1400,20396,0.0,0.0,0.0,0.0
1401,20397,70.0,47.0,0.0,8.0
1402,20398,6.0,1.0,0.0,3.0
1403,20399,54.0,20.0,0.0,19.0
1404,20400,0.0,0.0,0.0,0.0
1405,20401,57.0,40.0,1.0,7.0
1406,20402,1.0,1.0,0.0,0.0
1407,20403,4.0,3.0,0.0,2.0
1408,20404,0.0,2.0,0.0,0.0
1409,20405,2.0,0.0,0.0,0.0
1410,20406,5.0,1.0,0.0,0.0
1411,20407,1.0,0.0,0.0,0.0
1412,20408,1.0,0.0,0.0,0.0
1413,20409,16.0,5.0,0.0,2.0
1414,20410,1.0,0.0,0.0,0.0
1415,20411,0.0,0.0,0.0,0.0
1416,20412,0.0,0.0,0.0,0.0
1417,20413,61.0,59.0,6.0,12.0
1418,20414,7.0,5.0,0.0,1.0
1419,20415,0.0,0.0,0.0,0.0
1420,20416,0.0,0.0,0.0,0.0
1421,20417,4.0,1.0,0.0,0.0
1422,20418,7.0,10.0,0.0,1.0
1423,20419,0.0,0.0,0.0,0.0
1424,20420,0.0,0.0,0.0,0.0
1425,20421,3.0,4.0,1.0,0.0
1426,20422,0.0,1.0,0.0,0.0
1427,20423,0.0,0.0,0.0,0.0
1428,20424,2.0,0.0,0.0,0.0
1429,20425,0.0,0.0,0.0,0.0
1430,20426,3.0,0.0,0.0,0.0
1431,20427,23.0,9.0,0.0,0.0
1432,20428,0.0,0.0,0.0,0.0
1433,20429,1.0,0.0,0.0,0.0
1434,20430,0.0,0.0,0.0,0.0
1435,20431,1.0,2.0,0.0,0.0
1436,20432,1.0,0.0,0.0,1.0
1437,20433,2.0,2.0,1.0,0.0
1438,20434,5.0,2.0,0.0,0.0
1439,20435,0.0,0.0,0.0,0.0
1440,20436,0.0,1.0,0.0,0.0
1441,20437,0.0,0.0,0.0,0.0
1442,20438,0.0,0.0,0.0,0.0
1443,20439,61.0,21.0,2.0,2.0
1444,20440,0.0,0.0,0.0,0.0
1445,20441,4.0,3.0,0.0,2.0
1446,20442,0.0,0.0,0.0,0.0
1447,20443,0.0,1.0,0.0,0.0
1448,20444,0.0,0.0,0.0,0.0
1449,20445,1.0,0.0,0.0,0.0
1450,20446,1.0,1.0,0.0,0.0
1451,20447,5.0,2.0,1.0,1.0
1452,20448,0.0,0.0,0.0,0.0
1453,20449,3.0,1.0,0.0,0.0
1454,20450,2.0,2.0,0.0,0.0
1455,20451,0.0,0.0,0.0,0.0
1456,20452,6.0,0.0,0.0,0.0
1457,20453,5.0,1.0,0.0,0.0
1458,20454,1.0,0.0,0.0,0.0
1459,20455,1.0,2.0,0.0,0.0
1460,20456,3.0,3.0,0.0,0.0
1461,20457,1.0,1.0,0.0,0.0
1462,20458,0.0,0.0,0.0,0.0
1463,20459,4.0,1.0,0.0,0.0
1464,20460,2.0,2.0,0.0,0.0
1465,20461,2.0,1.0,0.0,0.0
1466,20462,6.0,6.0,0.0,1.0
1467,20463,0.0,0.0,0.0,0.0
1468,20464,0.0,1.0,0.0,0.0
1469,20465,0.0,0.0,0.0,0.0
1470,20466,2.0,1.0,0.0,0.0
1471,20467,10.0,5.0,2.0,0.0
1472,20468,2.0,1.0,0.0,0.0
1473,20469,19.0,16.0,0.0,7.0
1474,20470,1.0,1.0,0.0,0.0
1475,20471,0.0,0.0,0.0,0.0
1476,20472,3.0,1.0,1.0,0.0
1477,20473,0.0,0.0,0.0,0.0
1478,20474,10.0,10.0,0.0,0.0
1479,20475,2.0,3.0,0.0,1.0
1480,20476,1.0,1.0,0.0,0.0
1481,20477,0.0,0.0,0.0,0.0
1482,20478,1.0,0.0,0.0,0.0
1483,20479,0.0,0.0,0.0,0.0
1484,20480,0.0,0.0,0.0,0.0
1485,20481,0.0,0.0,0.0,0.0
1486,20482,266.0,82.0,2.0,10.0
1487,20483,13.0,6.0,0.0,1.0
1488,20484,1.0,0.0,0.0,0.0
1489,20485,5.0,0.0,0.0,0.0
1490,20486,0.0,3.0,0.0,0.0
1491,20487,1.0,1.0,0.0,0.0
1492,20488,0.0,0.0,0.0,0.0
1493,20489,2.0,0.0,0.0,0.0
1494,20490,1.0,0.0,0.0,0.0
1495,20491,1.0,1.0,0.0,0.0
1496,20492,1.0,1.0,0.0,0.0
1497,20493,0.0,0.0,0.0,0.0
